film_id,category_id,last_update
97,1,2006-02-15 05:07:00
98,7,2006-02-15 05:07:00
99,5,2006-02-15 05:07:00
100,9,2006-02-15 05:07:00
101,6,2006-02-15 05:07:00
102,15,2006-02-15 05:07:00
103,16,2006-02-15 05:07:00
104,9,2006-02-15 05:07:00
105,1,2006-02-15 05:07:00
106,10,2006-02-15 05:07:00
107,7,2006-02-15 05:07:00
108,13,2006-02-15 05:07:00
109,13,2006-02-15 05:07:00
110,3,2006-02-15 05:07:00
111,1,2006-02-15 05:07:00
112,9,2006-02-15 05:07:00
113,15,2006-02-15 05:07:00
114,14,2006-02-15 05:07:00
115,1,2006-02-15 05:07:00
116,4,2006-02-15 05:07:00
117,10,2006-02-15 05:07:00
118,2,2006-02-15 05:07:00
119,5,2006-02-15 05:07:00
120,15,2006-02-15 05:07:00
121,2,2006-02-15 05:07:00
122,11,2006-02-15 05:07:00
123,16,2006-02-15 05:07:00
124,3,2006-02-15 05:07:00
125,16,2006-02-15 05:07:00
126,1,2006-02-15 05:07:00
127,5,2006-02-15 05:07:00
128,9,2006-02-15 05:07:00
129,6,2006-02-15 05:07:00
130,1,2006-02-15 05:07:00
131,4,2006-02-15 05:07:00
132,14,2006-02-15 05:07:00
133,12,2006-02-15 05:07:00
134,2,2006-02-15 05:07:00
135,15,2006-02-15 05:07:00
136,13,2006-02-15 05:07:00
137,14,2006-02-15 05:07:00
138,14,2006-02-15 05:07:00
139,8,2006-02-15 05:07:00
140,14,2006-02-15 05:07:00
141,10,2006-02-15 05:07:00
142,6,2006-02-15 05:07:00
143,7,2006-02-15 05:07:00
144,13,2006-02-15 05:07:00
145,8,2006-02-15 05:07:00
146,7,2006-02-15 05:07:00
147,8,2006-02-15 05:07:00
148,9,2006-02-15 05:07:00
149,3,2006-02-15 05:07:00
150,6,2006-02-15 05:07:00
151,14,2006-02-15 05:07:00
152,3,2006-02-15 05:07:00
153,14,2006-02-15 05:07:00
154,2,2006-02-15 05:07:00
155,13,2006-02-15 05:07:00
156,6,2006-02-15 05:07:00
157,3,2006-02-15 05:07:00
158,12,2006-02-15 05:07:00
159,5,2006-02-15 05:07:00
160,2,2006-02-15 05:07:00
161,12,2006-02-15 05:07:00
162,1,2006-02-15 05:07:00
163,13,2006-02-15 05:07:00
164,6,2006-02-15 05:07:00
165,14,2006-02-15 05:07:00
166,4,2006-02-15 05:07:00
167,16,2006-02-15 05:07:00
168,3,2006-02-15 05:07:00
169,16,2006-02-15 05:07:00
170,9,2006-02-15 05:07:00
171,11,2006-02-15 05:07:00
172,7,2006-02-15 05:07:00
173,7,2006-02-15 05:07:00
174,12,2006-02-15 05:07:00
175,8,2006-02-15 05:07:00
176,15,2006-02-15 05:07:00
177,14,2006-02-15 05:07:00
178,5,2006-02-15 05:07:00
179,7,2006-02-15 05:07:00
180,4,2006-02-15 05:07:00
181,16,2006-02-15 05:07:00
182,5,2006-02-15 05:07:00
183,8,2006-02-15 05:07:00
184,4,2006-02-15 05:07:00
185,9,2006-02-15 05:07:00
186,7,2006-02-15 05:07:00
187,15,2006-02-15 05:07:00
188,5,2006-02-15 05:07:00
189,10,2006-02-15 05:07:00
190,4,2006-02-15 05:07:00
191,3,2006-02-15 05:07:00
192,9,2006-02-15 05:07:00
193,2,2006-02-15 05:07:00
194,1,2006-02-15 05:07:00
195,14,2006-02-15 05:07:00
196,4,2006-02-15 05:07:00
197,15,2006-02-15 05:07:00
198,9,2006-02-15 05:07:00
199,6,2006-02-15 05:07:00
200,10,2006-02-15 05:07:00
201,9,2006-02-15 05:07:00
202,5,2006-02-15 05:07:00
203,14,2006-02-15 05:07:00
204,7,2006-02-15 05:07:00
205,1,2006-02-15 05:07:00
206,6,2006-02-15 05:07:00
207,9,2006-02-15 05:07:00
208,2,2006-02-15 05:07:00
209,7,2006-02-15 05:07:00
210,1,2006-02-15 05:07:00
211,10,2006-02-15 05:07:00
212,1,2006-02-15 05:07:00
213,8,2006-02-15 05:07:00
214,3,2006-02-15 05:07:00
215,10,2006-02-15 05:07:00
216,13,2006-02-15 05:07:00
217,10,2006-02-15 05:07:00
218,7,2006-02-15 05:07:00
219,6,2006-02-15 05:07:00
220,12,2006-02-15 05:07:00
221,6,2006-02-15 05:07:00
222,11,2006-02-15 05:07:00
223,2,2006-02-15 05:07:00
224,16,2006-02-15 05:07:00
225,7,2006-02-15 05:07:00
226,13,2006-02-15 05:07:00
227,10,2006-02-15 05:07:00
228,4,2006-02-15 05:07:00
229,1,2006-02-15 05:07:00
230,7,2006-02-15 05:07:00
231,8,2006-02-15 05:07:00
232,10,2006-02-15 05:07:00
233,16,2006-02-15 05:07:00
234,14,2006-02-15 05:07:00
235,14,2006-02-15 05:07:00
236,10,2006-02-15 05:07:00
237,15,2006-02-15 05:07:00
238,3,2006-02-15 05:07:00
239,2,2006-02-15 05:07:00
240,14,2006-02-15 05:07:00
241,2,2006-02-15 05:07:00
242,5,2006-02-15 05:07:00
243,2,2006-02-15 05:07:00
244,12,2006-02-15 05:07:00
245,2,2006-02-15 05:07:00
246,9,2006-02-15 05:07:00
247,5,2006-02-15 05:07:00
248,6,2006-02-15 05:07:00
249,4,2006-02-15 05:07:00
250,1,2006-02-15 05:07:00
251,13,2006-02-15 05:07:00
252,1,2006-02-15 05:07:00
253,1,2006-02-15 05:07:00
254,15,2006-02-15 05:07:00
255,12,2006-02-15 05:07:00
256,15,2006-02-15 05:07:00
257,16,2006-02-15 05:07:00
258,11,2006-02-15 05:07:00
259,2,2006-02-15 05:07:00
260,15,2006-02-15 05:07:00
261,6,2006-02-15 05:07:00
262,8,2006-02-15 05:07:00
263,15,2006-02-15 05:07:00
264,10,2006-02-15 05:07:00
265,5,2006-02-15 05:07:00
266,4,2006-02-15 05:07:00
267,13,2006-02-15 05:07:00
268,2,2006-02-15 05:07:00
269,8,2006-02-15 05:07:00
270,13,2006-02-15 05:07:00
271,1,2006-02-15 05:07:00
272,7,2006-02-15 05:07:00
273,8,2006-02-15 05:07:00
274,6,2006-02-15 05:07:00
275,11,2006-02-15 05:07:00
276,5,2006-02-15 05:07:00
277,11,2006-02-15 05:07:00
278,12,2006-02-15 05:07:00
279,15,2006-02-15 05:07:00
280,3,2006-02-15 05:07:00
281,10,2006-02-15 05:07:00
282,7,2006-02-15 05:07:00
283,13,2006-02-15 05:07:00
284,12,2006-02-15 05:07:00
285,14,2006-02-15 05:07:00
286,16,2006-02-15 05:07:00
287,1,2006-02-15 05:07:00
288,16,2006-02-15 05:07:00
289,13,2006-02-15 05:07:00
290,9,2006-02-15 05:07:00
291,15,2006-02-15 05:07:00
292,1,2006-02-15 05:07:00
293,15,2006-02-15 05:07:00
294,16,2006-02-15 05:07:00
295,6,2006-02-15 05:07:00
296,14,2006-02-15 05:07:00
297,4,2006-02-15 05:07:00
298,14,2006-02-15 05:07:00
299,16,2006-02-15 05:07:00
300,2,2006-02-15 05:07:00
301,11,2006-02-15 05:07:00
302,10,2006-02-15 05:07:00
303,1,2006-02-15 05:07:00
304,3,2006-02-15 05:07:00
305,13,2006-02-15 05:07:00
306,10,2006-02-15 05:07:00
307,16,2006-02-15 05:07:00
308,5,2006-02-15 05:07:00
309,8,2006-02-15 05:07:00
310,10,2006-02-15 05:07:00
311,9,2006-02-15 05:07:00
312,14,2006-02-15 05:07:00
313,11,2006-02-15 05:07:00
314,2,2006-02-15 05:07:00
315,8,2006-02-15 05:07:00
316,10,2006-02-15 05:07:00
317,5,2006-02-15 05:07:00
318,1,2006-02-15 05:07:00
319,14,2006-02-15 05:07:00
320,13,2006-02-15 05:07:00
321,13,2006-02-15 05:07:00
322,15,2006-02-15 05:07:00
323,15,2006-02-15 05:07:00
324,5,2006-02-15 05:07:00
325,2,2006-02-15 05:07:00
326,2,2006-02-15 05:07:00
327,1,2006-02-15 05:07:00
328,3,2006-02-15 05:07:00
329,1,2006-02-15 05:07:00
330,2,2006-02-15 05:07:00
331,10,2006-02-15 05:07:00
332,5,2006-02-15 05:07:00
333,12,2006-02-15 05:07:00
334,11,2006-02-15 05:07:00
335,5,2006-02-15 05:07:00
336,6,2006-02-15 05:07:00
337,9,2006-02-15 05:07:00
338,14,2006-02-15 05:07:00
339,16,2006-02-15 05:07:00
340,13,2006-02-15 05:07:00
341,4,2006-02-15 05:07:00
342,16,2006-02-15 05:07:00
343,3,2006-02-15 05:07:00
344,3,2006-02-15 05:07:00
345,8,2006-02-15 05:07:00
346,4,2006-02-15 05:07:00
347,16,2006-02-15 05:07:00
348,8,2006-02-15 05:07:00
349,2,2006-02-15 05:07:00
350,14,2006-02-15 05:07:00
351,11,2006-02-15 05:07:00
352,10,2006-02-15 05:07:00
353,9,2006-02-15 05:07:00
354,3,2006-02-15 05:07:00
355,2,2006-02-15 05:07:00
356,3,2006-02-15 05:07:00
357,4,2006-02-15 05:07:00
358,4,2006-02-15 05:07:00
359,8,2006-02-15 05:07:00
360,1,2006-02-15 05:07:00
361,15,2006-02-15 05:07:00
362,10,2006-02-15 05:07:00
363,12,2006-02-15 05:07:00
364,13,2006-02-15 05:07:00
365,5,2006-02-15 05:07:00
366,7,2006-02-15 05:07:00
367,14,2006-02-15 05:07:00
368,7,2006-02-15 05:07:00
369,14,2006-02-15 05:07:00
370,3,2006-02-15 05:07:00
371,1,2006-02-15 05:07:00
372,15,2006-02-15 05:07:00
373,3,2006-02-15 05:07:00
374,14,2006-02-15 05:07:00
375,1,2006-02-15 05:07:00
376,9,2006-02-15 05:07:00
377,8,2006-02-15 05:07:00
378,12,2006-02-15 05:07:00
379,7,2006-02-15 05:07:00
380,9,2006-02-15 05:07:00
381,10,2006-02-15 05:07:00
382,10,2006-02-15 05:07:00
383,15,2006-02-15 05:07:00
384,12,2006-02-15 05:07:00
385,5,2006-02-15 05:07:00
386,16,2006-02-15 05:07:00
387,10,2006-02-15 05:07:00
388,5,2006-02-15 05:07:00
389,15,2006-02-15 05:07:00
390,14,2006-02-15 05:07:00
391,8,2006-02-15 05:07:00
392,3,2006-02-15 05:07:00
393,6,2006-02-15 05:07:00
394,14,2006-02-15 05:07:00
395,1,2006-02-15 05:07:00
396,7,2006-02-15 05:07:00
397,14,2006-02-15 05:07:00
398,12,2006-02-15 05:07:00
399,9,2006-02-15 05:07:00
400,6,2006-02-15 05:07:00
401,7,2006-02-15 05:07:00
402,2,2006-02-15 05:07:00
403,7,2006-02-15 05:07:00
404,5,2006-02-15 05:07:00
405,16,2006-02-15 05:07:00
406,10,2006-02-15 05:07:00
407,6,2006-02-15 05:07:00
408,10,2006-02-15 05:07:00
409,3,2006-02-15 05:07:00
410,5,2006-02-15 05:07:00
411,12,2006-02-15 05:07:00
412,6,2006-02-15 05:07:00
413,5,2006-02-15 05:07:00
414,9,2006-02-15 05:07:00
415,11,2006-02-15 05:07:00
416,9,2006-02-15 05:07:00
417,1,2006-02-15 05:07:00
418,7,2006-02-15 05:07:00
419,8,2006-02-15 05:07:00
420,15,2006-02-15 05:07:00
421,9,2006-02-15 05:07:00
422,14,2006-02-15 05:07:00
423,3,2006-02-15 05:07:00
424,3,2006-02-15 05:07:00
425,4,2006-02-15 05:07:00
426,12,2006-02-15 05:07:00
427,6,2006-02-15 05:07:00
428,8,2006-02-15 05:07:00
429,15,2006-02-15 05:07:00
430,2,2006-02-15 05:07:00
431,9,2006-02-15 05:07:00
432,4,2006-02-15 05:07:00
433,2,2006-02-15 05:07:00
434,16,2006-02-15 05:07:00
435,9,2006-02-15 05:07:00
436,13,2006-02-15 05:07:00
437,8,2006-02-15 05:07:00
438,10,2006-02-15 05:07:00
439,7,2006-02-15 05:07:00
440,9,2006-02-15 05:07:00
441,6,2006-02-15 05:07:00
442,8,2006-02-15 05:07:00
443,5,2006-02-15 05:07:00
444,5,2006-02-15 05:07:00
445,4,2006-02-15 05:07:00
446,15,2006-02-15 05:07:00
447,10,2006-02-15 05:07:00
448,13,2006-02-15 05:07:00
449,14,2006-02-15 05:07:00
450,3,2006-02-15 05:07:00
451,16,2006-02-15 05:07:00
452,9,2006-02-15 05:07:00
453,15,2006-02-15 05:07:00
454,12,2006-02-15 05:07:00
455,9,2006-02-15 05:07:00
456,2,2006-02-15 05:07:00
457,6,2006-02-15 05:07:00
458,8,2006-02-15 05:07:00
459,9,2006-02-15 05:07:00
460,9,2006-02-15 05:07:00
461,2,2006-02-15 05:07:00
462,12,2006-02-15 05:07:00
463,15,2006-02-15 05:07:00
464,2,2006-02-15 05:07:00
465,13,2006-02-15 05:07:00
466,6,2006-02-15 05:07:00
467,9,2006-02-15 05:07:00
468,3,2006-02-15 05:07:00
469,4,2006-02-15 05:07:00
470,2,2006-02-15 05:07:00
471,4,2006-02-15 05:07:00
472,16,2006-02-15 05:07:00
473,7,2006-02-15 05:07:00
474,15,2006-02-15 05:07:00
475,11,2006-02-15 05:07:00
476,8,2006-02-15 05:07:00
477,12,2006-02-15 05:07:00
478,5,2006-02-15 05:07:00
479,8,2006-02-15 05:07:00
480,4,2006-02-15 05:07:00
481,13,2006-02-15 05:07:00
482,4,2006-02-15 05:07:00
483,10,2006-02-15 05:07:00
484,4,2006-02-15 05:07:00
485,3,2006-02-15 05:07:00
486,9,2006-02-15 05:07:00
487,4,2006-02-15 05:07:00
488,15,2006-02-15 05:07:00
489,2,2006-02-15 05:07:00
490,13,2006-02-15 05:07:00
491,3,2006-02-15 05:07:00
492,13,2006-02-15 05:07:00
493,9,2006-02-15 05:07:00
494,11,2006-02-15 05:07:00
495,11,2006-02-15 05:07:00
496,16,2006-02-15 05:07:00
497,6,2006-02-15 05:07:00
498,8,2006-02-15 05:07:00
499,8,2006-02-15 05:07:00
500,9,2006-02-15 05:07:00
501,1,2006-02-15 05:07:00
502,5,2006-02-15 05:07:00
503,15,2006-02-15 05:07:00
504,7,2006-02-15 05:07:00
505,3,2006-02-15 05:07:00
506,11,2006-02-15 05:07:00
507,10,2006-02-15 05:07:00
508,10,2006-02-15 05:07:00
509,3,2006-02-15 05:07:00
510,2,2006-02-15 05:07:00
511,1,2006-02-15 05:07:00
512,4,2006-02-15 05:07:00
513,16,2006-02-15 05:07:00
514,7,2006-02-15 05:07:00
515,3,2006-02-15 05:07:00
516,12,2006-02-15 05:07:00
517,15,2006-02-15 05:07:00
518,16,2006-02-15 05:07:00
519,15,2006-02-15 05:07:00
520,14,2006-02-15 05:07:00
521,7,2006-02-15 05:07:00
522,5,2006-02-15 05:07:00
523,4,2006-02-15 05:07:00
524,5,2006-02-15 05:07:00
525,4,2006-02-15 05:07:00
526,16,2006-02-15 05:07:00
527,11,2006-02-15 05:07:00
528,8,2006-02-15 05:07:00
529,5,2006-02-15 05:07:00
530,1,2006-02-15 05:07:00
531,9,2006-02-15 05:07:00
532,15,2006-02-15 05:07:00
533,9,2006-02-15 05:07:00
534,8,2006-02-15 05:07:00
535,11,2006-02-15 05:07:00
536,4,2006-02-15 05:07:00
537,4,2006-02-15 05:07:00
538,13,2006-02-15 05:07:00
539,7,2006-02-15 05:07:00
540,12,2006-02-15 05:07:00
541,2,2006-02-15 05:07:00
542,1,2006-02-15 05:07:00
543,16,2006-02-15 05:07:00
544,6,2006-02-15 05:07:00
545,9,2006-02-15 05:07:00
546,10,2006-02-15 05:07:00
547,3,2006-02-15 05:07:00
548,4,2006-02-15 05:07:00
549,1,2006-02-15 05:07:00
550,8,2006-02-15 05:07:00
551,13,2006-02-15 05:07:00
552,6,2006-02-15 05:07:00
553,3,2006-02-15 05:07:00
554,4,2006-02-15 05:07:00
555,5,2006-02-15 05:07:00
556,10,2006-02-15 05:07:00
557,8,2006-02-15 05:07:00
558,13,2006-02-15 05:07:00
559,14,2006-02-15 05:07:00
560,10,2006-02-15 05:07:00
561,13,2006-02-15 05:07:00
562,12,2006-02-15 05:07:00
563,10,2006-02-15 05:07:00
564,2,2006-02-15 05:07:00
565,9,2006-02-15 05:07:00
566,9,2006-02-15 05:07:00
567,9,2006-02-15 05:07:00
568,5,2006-02-15 05:07:00
569,2,2006-02-15 05:07:00
570,15,2006-02-15 05:07:00
571,6,2006-02-15 05:07:00
572,14,2006-02-15 05:07:00
573,3,2006-02-15 05:07:00
574,1,2006-02-15 05:07:00
575,6,2006-02-15 05:07:00
576,6,2006-02-15 05:07:00
577,15,2006-02-15 05:07:00
578,4,2006-02-15 05:07:00
579,1,2006-02-15 05:07:00
580,13,2006-02-15 05:07:00
581,12,2006-02-15 05:07:00
582,2,2006-02-15 05:07:00
583,2,2006-02-15 05:07:00
584,9,2006-02-15 05:07:00
585,7,2006-02-15 05:07:00
586,1,2006-02-15 05:07:00
587,6,2006-02-15 05:07:00
588,3,2006-02-15 05:07:00
589,6,2006-02-15 05:07:00
590,13,2006-02-15 05:07:00
591,10,2006-02-15 05:07:00
592,12,2006-02-15 05:07:00
593,11,2006-02-15 05:07:00
594,1,2006-02-15 05:07:00
595,9,2006-02-15 05:07:00
596,10,2006-02-15 05:07:00
597,10,2006-02-15 05:07:00
598,15,2006-02-15 05:07:00
599,15,2006-02-15 05:07:00
600,11,2006-02-15 05:07:00
601,16,2006-02-15 05:07:00
602,14,2006-02-15 05:07:00
603,8,2006-02-15 05:07:00
604,5,2006-02-15 05:07:00
605,9,2006-02-15 05:07:00
606,15,2006-02-15 05:07:00
607,9,2006-02-15 05:07:00
608,3,2006-02-15 05:07:00
609,16,2006-02-15 05:07:00
610,8,2006-02-15 05:07:00
611,4,2006-02-15 05:07:00
612,15,2006-02-15 05:07:00
613,5,2006-02-15 05:07:00
614,10,2006-02-15 05:07:00
615,2,2006-02-15 05:07:00
616,6,2006-02-15 05:07:00
617,8,2006-02-15 05:07:00
618,7,2006-02-15 05:07:00
619,15,2006-02-15 05:07:00
620,14,2006-02-15 05:07:00
621,8,2006-02-15 05:07:00
622,6,2006-02-15 05:07:00
623,9,2006-02-15 05:07:00
624,10,2006-02-15 05:07:00
625,14,2006-02-15 05:07:00
626,3,2006-02-15 05:07:00
627,6,2006-02-15 05:07:00
628,15,2006-02-15 05:07:00
629,6,2006-02-15 05:07:00
630,7,2006-02-15 05:07:00
631,15,2006-02-15 05:07:00
632,13,2006-02-15 05:07:00
633,4,2006-02-15 05:07:00
634,8,2006-02-15 05:07:00
635,13,2006-02-15 05:07:00
636,12,2006-02-15 05:07:00
637,14,2006-02-15 05:07:00
638,5,2006-02-15 05:07:00
639,8,2006-02-15 05:07:00
640,9,2006-02-15 05:07:00
641,9,2006-02-15 05:07:00
642,16,2006-02-15 05:07:00
643,7,2006-02-15 05:07:00
644,2,2006-02-15 05:07:00
645,16,2006-02-15 05:07:00
646,10,2006-02-15 05:07:00
647,12,2006-02-15 05:07:00
648,16,2006-02-15 05:07:00
649,2,2006-02-15 05:07:00
650,6,2006-02-15 05:07:00
651,2,2006-02-15 05:07:00
652,4,2006-02-15 05:07:00
653,11,2006-02-15 05:07:00
654,10,2006-02-15 05:07:00
655,14,2006-02-15 05:07:00
656,16,2006-02-15 05:07:00
657,5,2006-02-15 05:07:00
658,11,2006-02-15 05:07:00
659,1,2006-02-15 05:07:00
660,5,2006-02-15 05:07:00
661,9,2006-02-15 05:07:00
662,7,2006-02-15 05:07:00
663,4,2006-02-15 05:07:00
664,1,2006-02-15 05:07:00
665,11,2006-02-15 05:07:00
666,7,2006-02-15 05:07:00
667,15,2006-02-15 05:07:00
668,15,2006-02-15 05:07:00
669,9,2006-02-15 05:07:00
670,6,2006-02-15 05:07:00
671,15,2006-02-15 05:07:00
672,5,2006-02-15 05:07:00
673,12,2006-02-15 05:07:00
674,9,2006-02-15 05:07:00
675,13,2006-02-15 05:07:00
676,15,2006-02-15 05:07:00
677,13,2006-02-15 05:07:00
678,15,2006-02-15 05:07:00
679,8,2006-02-15 05:07:00
680,5,2006-02-15 05:07:00
681,15,2006-02-15 05:07:00
682,8,2006-02-15 05:07:00
683,7,2006-02-15 05:07:00
684,10,2006-02-15 05:07:00
685,13,2006-02-15 05:07:00
686,13,2006-02-15 05:07:00
687,6,2006-02-15 05:07:00
688,3,2006-02-15 05:07:00
689,9,2006-02-15 05:07:00
690,2,2006-02-15 05:07:00
691,15,2006-02-15 05:07:00
692,2,2006-02-15 05:07:00
693,2,2006-02-15 05:07:00
694,4,2006-02-15 05:07:00
695,8,2006-02-15 05:07:00
696,2,2006-02-15 05:07:00
697,1,2006-02-15 05:07:00
698,6,2006-02-15 05:07:00
699,10,2006-02-15 05:07:00
700,8,2006-02-15 05:07:00
701,10,2006-02-15 05:07:00
702,11,2006-02-15 05:07:00
703,2,2006-02-15 05:07:00
704,5,2006-02-15 05:07:00
705,9,2006-02-15 05:07:00
706,7,2006-02-15 05:07:00
707,1,2006-02-15 05:07:00
708,6,2006-02-15 05:07:00
709,7,2006-02-15 05:07:00
710,8,2006-02-15 05:07:00
711,14,2006-02-15 05:07:00
712,6,2006-02-15 05:07:00
713,6,2006-02-15 05:07:00
714,14,2006-02-15 05:07:00
715,8,2006-02-15 05:07:00
716,11,2006-02-15 05:07:00
717,1,2006-02-15 05:07:00
718,12,2006-02-15 05:07:00
719,15,2006-02-15 05:07:00
720,13,2006-02-15 05:07:00
721,12,2006-02-15 05:07:00
722,11,2006-02-15 05:07:00
723,14,2006-02-15 05:07:00
724,8,2006-02-15 05:07:00
725,4,2006-02-15 05:07:00
726,9,2006-02-15 05:07:00
727,8,2006-02-15 05:07:00
728,7,2006-02-15 05:07:00
729,15,2006-02-15 05:07:00
730,13,2006-02-15 05:07:00
731,4,2006-02-15 05:07:00
732,1,2006-02-15 05:07:00
733,15,2006-02-15 05:07:00
734,6,2006-02-15 05:07:00
735,3,2006-02-15 05:07:00
736,8,2006-02-15 05:07:00
737,11,2006-02-15 05:07:00
738,9,2006-02-15 05:07:00
739,7,2006-02-15 05:07:00
740,11,2006-02-15 05:07:00
741,12,2006-02-15 05:07:00
742,10,2006-02-15 05:07:00
743,2,2006-02-15 05:07:00
744,4,2006-02-15 05:07:00
745,15,2006-02-15 05:07:00
746,10,2006-02-15 05:07:00
747,10,2006-02-15 05:07:00
748,1,2006-02-15 05:07:00
749,11,2006-02-15 05:07:00
750,13,2006-02-15 05:07:00
751,13,2006-02-15 05:07:00
752,12,2006-02-15 05:07:00
753,8,2006-02-15 05:07:00
754,5,2006-02-15 05:07:00
755,3,2006-02-15 05:07:00
756,5,2006-02-15 05:07:00
757,6,2006-02-15 05:07:00
758,7,2006-02-15 05:07:00
759,13,2006-02-15 05:07:00
760,13,2006-02-15 05:07:00
761,3,2006-02-15 05:07:00
762,10,2006-02-15 05:07:00
763,15,2006-02-15 05:07:00
764,15,2006-02-15 05:07:00
765,5,2006-02-15 05:07:00
766,7,2006-02-15 05:07:00
767,12,2006-02-15 05:07:00
768,3,2006-02-15 05:07:00
769,9,2006-02-15 05:07:00
770,9,2006-02-15 05:07:00
771,7,2006-02-15 05:07:00
772,7,2006-02-15 05:07:00
773,15,2006-02-15 05:07:00
774,5,2006-02-15 05:07:00
775,7,2006-02-15 05:07:00
776,6,2006-02-15 05:07:00
777,15,2006-02-15 05:07:00
778,8,2006-02-15 05:07:00
779,15,2006-02-15 05:07:00
780,8,2006-02-15 05:07:00
781,10,2006-02-15 05:07:00
782,15,2006-02-15 05:07:00
783,16,2006-02-15 05:07:00
784,16,2006-02-15 05:07:00
785,16,2006-02-15 05:07:00
786,3,2006-02-15 05:07:00
787,16,2006-02-15 05:07:00
788,6,2006-02-15 05:07:00
789,9,2006-02-15 05:07:00
790,7,2006-02-15 05:07:00
791,6,2006-02-15 05:07:00
792,9,2006-02-15 05:07:00
793,1,2006-02-15 05:07:00
794,1,2006-02-15 05:07:00
795,8,2006-02-15 05:07:00
796,15,2006-02-15 05:07:00
797,12,2006-02-15 05:07:00
798,14,2006-02-15 05:07:00
799,11,2006-02-15 05:07:00
800,11,2006-02-15 05:07:00
801,3,2006-02-15 05:07:00
802,1,2006-02-15 05:07:00
803,7,2006-02-15 05:07:00
804,11,2006-02-15 05:07:00
805,2,2006-02-15 05:07:00
806,13,2006-02-15 05:07:00
807,10,2006-02-15 05:07:00
808,4,2006-02-15 05:07:00
809,15,2006-02-15 05:07:00
810,8,2006-02-15 05:07:00
811,16,2006-02-15 05:07:00
812,6,2006-02-15 05:07:00
813,15,2006-02-15 05:07:00
814,5,2006-02-15 05:07:00
815,4,2006-02-15 05:07:00
816,2,2006-02-15 05:07:00
817,14,2006-02-15 05:07:00
818,7,2006-02-15 05:07:00
819,12,2006-02-15 05:07:00
820,2,2006-02-15 05:07:00
821,9,2006-02-15 05:07:00
822,8,2006-02-15 05:07:00
